Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Image_web,Narr1_seed,Desc_Next1,Desc_Next2,Desi_Ques,Narr2_seed,Narr3_seed,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,21,"N3. No, the Additional work can not be performed during this visit - Tech Mobile – at PPS","N3. No, the Additional work can not be performed during this visit - Tech Mobile – at PPS",N3,"No, the Additional work can not be performed during this visit - Tech Mobile – at PPS",../images/TechMobile/N3.png,,S7,,../images/TechMobile/N3.png,"No, the Additional work can not be performed during this visit - Tech Mobile – at PPS",Change the status of SRO Indicating “ Call Back” OPM - Tech Mobile – at PPS,,,"The technican has determined that while the additional service is needed he /she feels it is not possible to complete it during this visit. This could be due to various resource constraints - part , time skill level are some examples","The technican has determined that while the additional service is needed he /she feels it is not possible to complete it during this visit. This could be due to various resource constraints - part , time skill level are some examples",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,22,S7. Change the status of SRO Indicating “ Call Back” OPM - Tech Mobile – at PPS,S7. Change the status of SRO Indicating “ Call Back” OPM - Tech Mobile – at PPS,S7,Change the status of SRO Indicating “ Call Back” OPM - Tech Mobile – at PPS,../images/TechMobile/S7.png,"Would you like to go to S6 ""to see the natural progression  "" or to the end of the path slide S998b ?",S6,S998b,../images/TechMobile/S7.png,Change the status of SRO Indicating “ Call Back” OPM - Tech Mobile – at PPS,Go to the Travel Leaving step,Go to the End of path Slide S998b,"Would you like to go to S6 ""to see the natural progression  "" or to the end of the path slide S998b ?","Since the additional work or the original work could not be performed the situlation warrants a ""Call back "" ","Since the additional work or the original work could not be performed the situlation warrants a ""Call back "" ",06_Change Status to Call Back,https://scottelectricusa.uap.infor.com/#/content/4d5d0110-6fad-4e83-8aa5-cf8324299109?contextId=c1248d71-51e1-4a15-abad-767d693ec39b&bypassGroupFiltering=false,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,23,S998b. You have come to the end of the path selected in the – Tech Mobile Process,S998b. You have come to the end of the path selected in the – Tech Mobile Process,S998b,You have come to the end of the path selected in the – Tech Mobile Process,../images/TechMobile/S998b.png,"Would you like to restart at D2a ""Additional work needed"" or go to the end of sop",D2a,S999,../images/TechMobile/S998b.png,You have come to the end of the path selected in the – Tech Mobile Process,"Go to ""Decision is Additional work needed ?""",Go to the end of the SOP S999,"Would you like to restart at D2a ""Additional work needed"" or go to the end of sop","While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ","While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,24,D2a. Decision is Additional work needed ?- Tech Mobile – at PPS,D2a. Decision is Additional work needed ?- Tech Mobile – at PPS,D2a,Decision is Additional work needed ?- Tech Mobile – at PPS,../images/TechMobile/D2a.png,Decision is Additional work needed ?,N2,Y2,../images/TechMobile/D2a.png,Decision is Additional work needed ?- Tech Mobile – at PPS,"No, Additional Work needs to be performed- Tech Mobile – at PPS","Yes, Additional Work needs to be performed- Tech Mobile – at PPS",Decision is Additional work needed ?,Earlier this question about additional work was asked but it need to be asked again to investigate the other possiblility of no,Earlier this question about additional work was asked but it need to be asked again to investigate the other possiblility of no,,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,25,"N2. No, Additional Work needs to be performed- Tech Mobile – at PPS","N2. No, Additional Work needs to be performed- Tech Mobile – at PPS",N2,"No, Additional Work needs to be performed- Tech Mobile – at PPS",../images/TechMobile/N2.png,"Would you like to go to S6 ""to see the natural progression  "" or to the end of the path slide S998c ?",S6,S998c,../images/TechMobile/N2.png,"No, Additional Work needs to be performed- Tech Mobile – at PPS",Go to to then Next step Trave leaving ,Go to the end of Path slide S998c,"Would you like to go to S6 ""to see the natural progression  "" or to the end of the path slide S998c ?",in this path it is determined that no additional work is needed,in this path it is determined that no additional work is needed,,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,26,S998c. You have come to the end of the path selected in the – Tech Mobile Process,S998c. You have come to the end of the path selected in the – Tech Mobile Process,S998c,You have come to the end of the path selected in the – Tech Mobile Process,../images/TechMobile/S998c.png,You could go to the Previous decision or to the end of the SOP S999,D1a,S999,../images/TechMobile/S998c.png,You have come to the end of the path selected in the – Tech Mobile Process,"Go to  Decision, Is additional material needed ?- Tech Mobile – at PPS",Go to the end of the SOP S999,You could go to the Previous decision or to the end of the SOP S999,"While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ","While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,27,"D1a. A Decision, Is additional material needed ?- Tech Mobile – at PPS","D1a. A Decision, Is additional material needed ?- Tech Mobile – at PPS",D1a,"A Decision, Is additional material needed ?- Tech Mobile – at PPS",../images/TechMobile/D1a.png,"A Decision, Is additional material needed ?- Tech Mobile – at PPS?",N1,Y1,../images/TechMobile/D1a.png,"A Decision, Is additional material needed ?- Tech Mobile – at PPS","No, Additional material is needed - Tech Mobile – at PPS","Yes, Additional material is needed - Tech Mobile – at PPS","A Decision, Is additional material needed ?- Tech Mobile – at PPS?","A Decision, Is additional material needed ?- Tech Mobile – at PPS","A Decision, Is additional material needed ?- Tech Mobile – at PPS",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,28,"N1. No, Additional material is needed - Tech Mobile – at PPS","N1. No, Additional material is needed - Tech Mobile – at PPS",N1,"No, Additional material is needed - Tech Mobile – at PPS",../images/TechMobile/N1.png,"Would you like to go to D2 ""to the decision on additional work "" or to the end of the path slide S998d ?",D2,S998d,../images/TechMobile/N1.png,"No, Additional material is needed - Tech Mobile – at PPS",You have come to the end of the path selected in the – Tech Mobile Process,Decision is Additional work needed ?- Tech Mobile – at PPS,"Would you like to go to D2 ""to the decision on additional work "" or to the end of the path slide S998d ?","No, Additional material is needed - Tech Mobile – at PPS","No, Additional material is needed - Tech Mobile – at PPS",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,29,S998d. You have come to the end of the path selected in the – Tech Mobile Process,S998d. You have come to the end of the path selected in the – Tech Mobile Process,S998d,You have come to the end of the path selected in the – Tech Mobile Process,../images/TechMobile/S998d.png,Would you like to restart or go to the end of the SOP,S1,S999,../images/TechMobile/S998d.png,You have come to the end of the path selected in the – Tech Mobile Process,Would you like to restart,Would you like to go to the end of the SOP,Would you like to restart or go to the end of the SOP,"While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ","While you have reached the end of a path it would be beneficial to follow an alternate path by selecting one of decision points from the Bread Crumb above however if you have traversed all the paths and would like to go to the end of this SOP do so by Clicking on S999, indicating you have completed this simulation for the Tech Mobile SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment As one becomes more proficient in this system it behooves us to share that knowledge and help other so the Company can  achieve its destiny ",,,No,PALCO,Service,TechMobile,,../faq,PPS_TechMobile_faq.html,FAQ For Tech Mobile,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\Tech\PPS_FF_Tech_Mobile_260112_1400.pptx,30,S999. You have successfully completed this SOP,S999. You have successfully completed this SOP,S999,You have successfully completed this SOP,../images/TechMobile/S999.png,,,,../images/TechMobile/S999.png,You have successfully completed this SOP,,,,"Thank you for completing this module on Generator Startup Procedure SOP . The ERP Project Team and Training Group appreciate your time, attention, and commitment to learning our new systems and processes.
. More help is available at https://docs.infor.com/ism/2025.x/en-us/ismolh/default.html  
To be confident in your day-to-day work—and to avoid surprises at Go Live or when you move into a new role—please set aside time to practice this SOP in the training environment. Working through realistic examples several times will help you:• Follow the steps in the correct sequence• Understand what the key fields and options do• Reduce errors when you work in the live system• Handle real customer and business situations with confidence

The training environment is the safest place to practice, ask questions, and learn from mistakes—before they affect real orders, inventory, equipment, or customers. The more you use the training environment now, the smoother your work will be later in the live system.

About the Help
Downloading the Latest Help
The latest help for this product is always available on www.docs.infor.com. If you are using this product on-premises and you need to have the help on-premises, see your product's installation guide for instructions.

Copyrights and Trademarks
All topics, screens, and code are protected by U.S. copyright laws and international treaties.

Copyright Infor. All Rights Reserved. The word and design marks set forth herein are trademarks and/or registered trademarks of Infor and/or related affiliates and subsidiaries. All rights reserved. All other trademarks listed herein are the property of their respective owners. www.infor.com

The fonts in C39Tools are copyright 2002 Jerry Whiting. Portions copyright 2002 Azalea Software, Inc. Seattle WA. All rights reserved. The fonts in C128Tools are copyright 2002 Azalea Software, Inc. Seattle WA. All rights reserved.

Restricted Rights Legend
Use, duplication, or disclosure by the Government is subject to restrictions as set forth in subparagraph (c)(1)(ii) of the Rights in Technical Data and Computer Software clause at DFARS 252.227-7013, and Rights in Data-General at FAR 52.227.14, as applicable. Name of Contractor: Infor, 13560 Morris Road, Suite 4100, Alpharetta, GA 30004 USA.

Related topics
Getting help on a form
Getting help on a component of a form
Getting general help
Searching for a topic in the Help
Getting form information
Printing single help topics
Printing help guides to PDF
Using the Help","Thank you for completing this module on Generator Startup Procedure SOP . The ERP Project Team and Training Group appreciate your time, attention, and commitment to learning our new systems and processes.
. More help is available at https://docs.infor.com/ism/2025.x/en-us/ismolh/default.html  
To be confident in your day-to-day work—and to avoid surprises at Go Live or when you move into a new role—please set aside time to practice this SOP in the training environment. Working through realistic examples several times will help you:• Follow the steps in the correct sequence• Understand what the key fields and options do• Reduce errors when you work in the live system• Handle real customer and business situations with confidence

The training environment is the safest place to practice, ask questions, and learn from mistakes—before they affect real orders, inventory, equipment, or customers. The more you use the training environment now, the smoother your work will be later in the live system.

About the Help
Downloading the Latest Help
The latest help for this product is always available on www.docs.infor.com. If you are using this product on-premises and you need to have the help on-premises, see your product's installation guide for instructions.

Copyrights and Trademarks
All topics, screens, and code are protected by U.S. copyright laws and international treaties.

Copyright Infor. All Rights Reserved. The word and design marks set forth herein are trademarks and/or registered trademarks of Infor and/or related affiliates and subsidiaries. All rights reserved. All other trademarks listed herein are the property of their respective owners. www.infor.com

The fonts in C39Tools are copyright 2002 Jerry Whiting. Portions copyright 2002 Azalea Software, Inc. Seattle WA. All rights reserved. The fonts in C128Tools are copyright 2002 Azalea Software, Inc. Seattle WA. All rights reserved.

Restricted Rights Legend
Use, duplication, or disclosure by the Government is subject to restrictions as set forth in subparagraph (c)(1)(ii) of the Rights in Technical Data and Computer Software clause at DFARS 252.227-7013, and Rights in Data-General at FAR 52.227.14, as applicable. Name of Contractor: Infor, 13560 Morris Road, Suite 4100, Alpharetta, GA 30004 USA.

Related topics
Getting help on a form
Getting help on a component of a form
Getting general help
Searching for a topic in the Help
Getting form information
Printing single help topics
Printing help guides to PDF
Using the Help",,,No,PALCO,Service,TechMobile,,,,,../quiz,PPS_TechMobile_quiz.html,Check your understanding on Tech Mobile
